subseries,filename,path,size,created,modified,accessed,md5,sha1,flagged,labels,comment,type,exportedAs
Bookmark: 10 Subseries X Computer Media Photos,CM163.JPG,/Computer Media Label Photo [AD1]/CM163.JPG,3306205 B,8/11/2010 2:24:01 PM (2010-08-11 21:24:01 UTC),8/11/2010 1:30:24 PM (2010-08-11 20:30:24 UTC),8/13/2010 8:34:56 AM (2010-08-13 15:34:56 UTC),75A25E9833C6395374DCF021FFED8A7E,BCCF8289D336DED8FBA8D54D88E6A9F884514EC1,False,"IM,O,A,I,P",n/a,JPEG EXIF,files\CM163.JPG
Bookmark: 10 Subseries X Computer Media Photos,CM164.JPG,/Computer Media Label Photo [AD1]/CM164.JPG,3276429 B,8/11/2010 2:22:48 PM (2010-08-11 21:22:48 UTC),8/11/2010 1:30:29 PM (2010-08-11 20:30:29 UTC),8/13/2010 8:34:58 AM (2010-08-13 15:34:58 UTC),C2576779668C158D002DB18A7A16F65B,608486CA885B582D5CDEC892DCF692874632F10A,False,"IM,O,A,I,P",n/a,JPEG EXIF,files\CM164.JPG
Bookmark: 04.05 Dinosaur in a Haystack,2SJGBIBL.BK!,/CM059.ad1/A::A:\/2SJGBIBL.BK!,23369 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/15/1995 12:59:48 PM (1995-06-15 19:59:48 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),58E1818C5A76D4801D8C8A05BFCA6F1D,AB26452F11077746B7B03A27122ED6C09C8B92AF,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\2SJGBIBL.BK!.wpd
Bookmark: 04.05 Dinosaur in a Haystack,2SJGBIBL.WPD,/CM115.ad1/A::A:\/2SJGBIBL.WPD,23277 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/20/1995 7:33:38 AM (1995-06-20 14:33:38 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),5D610D65EBB8200DA945CCB87ED8C6CA,81A10CF968A27F37D758EE7E8A1FC556A900831D,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\2SJGBIBL.WPD
Bookmark: 04.05 Dinosaur in a Haystack,2SJGBIBL.WPD,/CM059.ad1/A::A:\/2SJGBIBL.WPD,23277 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/15/1995 1:28:24 PM (1995-06-15 20:28:24 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),136F6676D96122045A7105C40CCB1A7A,E3B8D9D1AA896D9E0F4FD74A1D9C61F9712EE855,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\2SJGBIBL[8005].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-1.WPD,/CM059.ad1/A::A:\/DIH-1.WPD,22143 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/6/1995 2:37:06 PM (1995-06-06 21:37:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),07226A14D3DD0D5C29A7312AF8EF62C8,62B15F1B8470A6328F1799C582D15AB874093DC8,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-1.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-1.WPD,/CM116.ad1/A::A:\/DIH-1.WPD,22143 B,6/6/1995 2:37:06 PM (1995-06-06 21:37:06 UTC),6/6/1995 2:37:06 PM (1995-06-06 21:37:06 UTC),11/26/2001 11:00:00 PM (2001-11-27 07:00:00 UTC),07226A14D3DD0D5C29A7312AF8EF62C8,62B15F1B8470A6328F1799C582D15AB874093DC8,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-1[23024].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-1.WPD,/CM041.ad1/A::A:\/DIH-1.WPD,22143 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/6/1995 2:37:06 PM (1995-06-06 21:37:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),07226A14D3DD0D5C29A7312AF8EF62C8,62B15F1B8470A6328F1799C582D15AB874093DC8,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-1[131002].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-10,/CM059.ad1/A::A:\/DIH-10,27700 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/1/1995 9:50:48 AM (1995-06-01 16:50:48 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),0D144E05DE5B764795CDC292A9830289,D98287E67EBEDFF1AE9C6E451F034445628FB0E5,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-10.wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-10,/CM116.ad1/A::A:\/DIH-10,27700 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/1/1995 9:50:48 AM (1995-06-01 16:50:48 UTC),11/26/2001 11:00:00 PM (2001-11-27 07:00:00 UTC),0D144E05DE5B764795CDC292A9830289,D98287E67EBEDFF1AE9C6E451F034445628FB0E5,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-10[23003].wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-10,/CM041.ad1/A::A:\/DIH-10,27700 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/1/1995 9:50:48 AM (1995-06-01 16:50:48 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),0D144E05DE5B764795CDC292A9830289,D98287E67EBEDFF1AE9C6E451F034445628FB0E5,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-10[131003].wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-11.BK!,/CM059.ad1/A::A:\/DIH-11.BK!,34383 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 9:04:46 AM (1995-06-05 16:04:46 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),CE919CF865CF89E311C4A3B4F5F2FD1D,887C2FF31165058E9F1E7E5E8C2EF3F287650334,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-11.BK!.wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-11.BK!,/CM116.ad1/A::A:\/DIH-11.BK!,34383 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 9:04:46 AM (1995-06-05 16:04:46 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),CE919CF865CF89E311C4A3B4F5F2FD1D,887C2FF31165058E9F1E7E5E8C2EF3F287650334,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-11.BK![23004].wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-11.WPD,/CM059.ad1/A::A:\/DIH-11.WPD,34383 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 9:05:06 AM (1995-06-05 16:05:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),DEF1AAED15A5E6EEFA626726664FBA42,FA554A308DB8CC59B73C5F7B132A43204D27A558,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-11.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-11.WPD,/CM116.ad1/A::A:\/DIH-11.WPD,34383 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 9:05:06 AM (1995-06-05 16:05:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),DEF1AAED15A5E6EEFA626726664FBA42,FA554A308DB8CC59B73C5F7B132A43204D27A558,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-11[23005].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-11.WPD,/CM041.ad1/A::A:\/DIH-11.WPD,34383 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 9:05:06 AM (1995-06-05 16:05:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),DEF1AAED15A5E6EEFA626726664FBA42,FA554A308DB8CC59B73C5F7B132A43204D27A558,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-11[131005].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-12.WPD,/CM059.ad1/A::A:\/DIH-12.WPD,1136 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/6/1995 10:07:04 AM (1995-06-06 17:07:04 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8694E227F6120F88C21AA01283510693,5A9719B2A8A53A191FDC5572641B8F86E9B06D79,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-12.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-12.WPD,/CM116.ad1/A::A:\/DIH-12.WPD,1136 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/6/1995 10:07:04 AM (1995-06-06 17:07:04 UTC),11/26/2001 11:00:00 PM (2001-11-27 07:00:00 UTC),8694E227F6120F88C21AA01283510693,5A9719B2A8A53A191FDC5572641B8F86E9B06D79,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-12[23015].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-12.WPD,/CM041.ad1/A::A:\/DIH-12.WPD,1136 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/6/1995 10:07:04 AM (1995-06-06 17:07:04 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8694E227F6120F88C21AA01283510693,5A9719B2A8A53A191FDC5572641B8F86E9B06D79,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-12[131004].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-13.WPD,/CM059.ad1/A::A:\/DIH-13.WPD,31851 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 10:02:42 AM (1995-06-05 17:02:42 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),11CBBDFD0A215BA7F39BDCCCB6758CE1,C734FA0EA4106C8F6A3FED3FE960613DDB58AE9E,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-13.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-13.WPD,/CM116.ad1/A::A:\/DIH-13.WPD,31851 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 10:02:42 AM (1995-06-05 17:02:42 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),11CBBDFD0A215BA7F39BDCCCB6758CE1,C734FA0EA4106C8F6A3FED3FE960613DDB58AE9E,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-13[23006].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-13.WPD,/CM041.ad1/A::A:\/DIH-13.WPD,31851 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 10:02:42 AM (1995-06-05 17:02:42 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),11CBBDFD0A215BA7F39BDCCCB6758CE1,C734FA0EA4106C8F6A3FED3FE960613DDB58AE9E,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-13[131006].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-14.WPD,/CM059.ad1/A::A:\/DIH-14.WPD,31081 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 10:45:22 AM (1995-06-05 17:45:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),D91F48CB0E9082126FABA9374891082F,2C8318A78CE903D164B07116A07737D82C859649,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-14.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-14.WPD,/CM116.ad1/A::A:\/DIH-14.WPD,31081 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 10:45:22 AM (1995-06-05 17:45:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),D91F48CB0E9082126FABA9374891082F,2C8318A78CE903D164B07116A07737D82C859649,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-14[23007].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-14.WPD,/CM041.ad1/A::A:\/DIH-14.WPD,31081 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 10:45:22 AM (1995-06-05 17:45:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),D91F48CB0E9082126FABA9374891082F,2C8318A78CE903D164B07116A07737D82C859649,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-14[131007].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-15.BK!,/CM059.ad1/A::A:\/DIH-15.BK!,33945 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 11:36:52 AM (1995-06-05 18:36:52 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),69252D25CB9A4ADEA197227A82F2372E,F9D1B9F0EF2CBB94A1E5835845C3AEB6D17E66BC,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-15.BK!.wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-15.BK!,/CM116.ad1/A::A:\/DIH-15.BK!,33945 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 11:36:52 AM (1995-06-05 18:36:52 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),69252D25CB9A4ADEA197227A82F2372E,F9D1B9F0EF2CBB94A1E5835845C3AEB6D17E66BC,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-15.BK![23008].wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-15.WPD,/CM059.ad1/A::A:\/DIH-15.WPD,42466 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 5:02:20 PM (1995-06-06 00:02:20 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),31A4393ADEA36E89EB93D02849C77D94,CF5DAD887A2BA041C179441E60623DE14A952C39,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-15.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-15.WPD,/CM116.ad1/A::A:\/DIH-15.WPD,42466 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 5:02:20 PM (1995-06-06 00:02:20 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),31A4393ADEA36E89EB93D02849C77D94,CF5DAD887A2BA041C179441E60623DE14A952C39,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-15[23013].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-15.WPD,/CM041.ad1/A::A:\/DIH-15.WPD,42466 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 5:02:20 PM (1995-06-06 00:02:20 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),31A4393ADEA36E89EB93D02849C77D94,CF5DAD887A2BA041C179441E60623DE14A952C39,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-15[131009].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-16.WPD,/CM059.ad1/A::A:\/DIH-16.WPD,30196 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 1:54:22 PM (1995-06-05 20:54:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),0A800984CC635E80C43F2012763890C0,F1B43F3C5255C21874B65696CD11C39E4E185BBB,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-16.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-16.WPD,/CM116.ad1/A::A:\/DIH-16.WPD,30196 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 1:54:22 PM (1995-06-05 20:54:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),0A800984CC635E80C43F2012763890C0,F1B43F3C5255C21874B65696CD11C39E4E185BBB,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-16[23009].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-16.WPD,/CM041.ad1/A::A:\/DIH-16.WPD,30196 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 1:54:22 PM (1995-06-05 20:54:22 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),0A800984CC635E80C43F2012763890C0,F1B43F3C5255C21874B65696CD11C39E4E185BBB,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-16[131008].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-17.BK!,/CM059.ad1/A::A:\/DIH-17.BK!,52405 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/7/1995 2:14:06 PM (1995-06-07 21:14:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),42B16E1E3496C4C63516B6177A81B33A,E12AC974C6919ACD79738D7C0F78365B369D2957,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-17.BK!.wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-17.BK!,/CM116.ad1/A::A:\/DIH-17.BK!,52405 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/7/1995 2:14:06 PM (1995-06-07 21:14:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),42B16E1E3496C4C63516B6177A81B33A,E12AC974C6919ACD79738D7C0F78365B369D2957,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-17.BK![23028].wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-17.WPD,/CM059.ad1/A::A:\/DIH-17.WPD,51999 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/7/1995 4:09:38 PM (1995-06-07 23:09:38 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),F38A0D4A5E5CB7DD04E0ED24A8E578C5,80C11950FA878B7DA9AB2FBCC3C9C77579537734,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-17.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-17.WPD,/CM116.ad1/A::A:\/DIH-17.WPD,51999 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/7/1995 4:09:38 PM (1995-06-07 23:09:38 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),F38A0D4A5E5CB7DD04E0ED24A8E578C5,80C11950FA878B7DA9AB2FBCC3C9C77579537734,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-17[23029].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-17.WPD,/CM041.ad1/A::A:\/DIH-17.WPD,54097 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/6/1995 9:55:26 AM (1995-06-06 16:55:26 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),B83BB52B4A009348761A1F96E75A1316,C11C159099AF4CB35B927DB669328E32C4205505,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-17[131010].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-18.WPD,/CM059.ad1/A::A:\/DIH-18.WPD,28243 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 2:22:48 PM (1995-06-05 21:22:48 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),C16F926F72AB0FD24E2B05C4C84E9D14,4136E5299E9C4A9532D100BBA91B51B8BE95CDA7,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-18.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-18.WPD,/CM116.ad1/A::A:\/DIH-18.WPD,28243 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 2:22:48 PM (1995-06-05 21:22:48 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),C16F926F72AB0FD24E2B05C4C84E9D14,4136E5299E9C4A9532D100BBA91B51B8BE95CDA7,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-18[23010].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-18.WPD,/CM041.ad1/A::A:\/DIH-18.WPD,28243 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 2:22:48 PM (1995-06-05 21:22:48 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),C16F926F72AB0FD24E2B05C4C84E9D14,4136E5299E9C4A9532D100BBA91B51B8BE95CDA7,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-18[131011].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-19.BK!,/CM059.ad1/A::A:\/DIH-19.BK!,31235 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/7/1995 4:25:56 PM (1995-06-07 23:25:56 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),F85CAF26879924402132F62CFC1BC0C6,EDE478E4A7828A9780CD6821C445B897FC7ACEDD,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-19.BK!.wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-19.BK!,/CM116.ad1/A::A:\/DIH-19.BK!,31235 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/7/1995 4:25:56 PM (1995-06-07 23:25:56 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),F85CAF26879924402132F62CFC1BC0C6,EDE478E4A7828A9780CD6821C445B897FC7ACEDD,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-19.BK![23027].wpd
Bookmark: 04.05 Dinosaur in a Haystack,DIH-19.WPD,/CM059.ad1/A::A:\/DIH-19.WPD,30899 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/7/1995 4:37:18 PM (1995-06-07 23:37:18 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),5CD18ADB2C0254DF97E44CA4E586E308,2875961408E6107BCC8D06244C06137B72B53A16,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-19.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-19.WPD,/CM116.ad1/A::A:\/DIH-19.WPD,30899 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/7/1995 4:37:18 PM (1995-06-07 23:37:18 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),5CD18ADB2C0254DF97E44CA4E586E308,2875961408E6107BCC8D06244C06137B72B53A16,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-19[23030].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-19.WPD,/CM041.ad1/A::A:\/DIH-19.WPD,32321 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/5/1995 3:29:34 PM (1995-06-05 22:29:34 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),A0ABE56DA41E1784EFB572D8F295B517,0E3D9DD6CC083A52D1565ED85D73C91B3D66DBAA,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-19[131012].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-2.WPD,/CM059.ad1/A::A:\/DIH-2.WPD,37634 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/6/1995 2:47:18 PM (1995-06-06 21:47:18 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),BCF7FC479164CC8D2FBD1834652DCF1C,226B3DFD458480B6BDCE7E04129B373962311EAC,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-2.WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-2.WPD,/CM116.ad1/A::A:\/DIH-2.WPD,37634 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/6/1995 2:47:18 PM (1995-06-06 21:47:18 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),BCF7FC479164CC8D2FBD1834652DCF1C,226B3DFD458480B6BDCE7E04129B373962311EAC,False,"D,S:Evolution (Biology),S:Natural history,CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-2[23025].WPD
Bookmark: 04.05 Dinosaur in a Haystack,DIH-2.WPD,/CM041.ad1/A::A:\/DIH-2.WPD,37634 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/6/1995 2:47:18 PM (1995-06-06 21:47:18 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),BCF7FC479164CC8D2FBD1834652DCF1C,226B3DFD458480B6BDCE7E04129B373962311EAC,False,"D,S:Evolution (Biology),S:Natural history,CM:5.25,O,A,I,P",n/a,WordPerfect 6.0,files\DIH-2[131013].WPD
